dataset_accession,participant_id,run_id,trial_index,task_paradigm,stimulus_condition,raw_onset_sec,raw_duration_sec,raw_response_time_sec,response_time_ms,accuracy,is_cognitive_conflict
ds000164,sub-018,1,110,stroop,neutral,483.542,1.0,0.539,539.0,1.0,0.0
ds000164,sub-018,1,111,stroop,congruent,488.043,1.0,0.954,954.0,1.0,0.0
ds000164,sub-018,1,112,stroop,incongruent,491.044,1.0,0.766,766.0,0.0,1.0
ds000164,sub-018,1,113,stroop,congruent,494.045,1.0,0.617,617.0,1.0,0.0
ds000164,sub-018,1,114,stroop,congruent,497.046,1.0,0.546,546.0,1.0,0.0
ds000164,sub-018,1,115,stroop,congruent,501.547,1.0,0.56,560.0,1.0,0.0
ds000164,sub-018,1,116,stroop,neutral,506.049,1.0,0.548,548.0,1.0,0.0
ds000164,sub-018,1,117,stroop,neutral,509.05,1.0,0.8,800.0,1.0,0.0
ds000164,sub-018,1,118,stroop,neutral,515.051,1.0,0.698,698.0,1.0,0.0
ds000164,sub-018,1,119,stroop,neutral,525.553,1.0,0.863,863.0,1.0,0.0
ds000164,sub-019,1,1,stroop,neutral,1.859,1.0,0.852,852.0,0.0,0.0
ds000164,sub-019,1,2,stroop,congruent,9.369,1.0,0.899,899.0,1.0,0.0
ds000164,sub-019,1,3,stroop,incongruent,13.871,1.0,0.783,783.0,1.0,1.0
ds000164,sub-019,1,4,stroop,incongruent,16.873,1.0,0.74,740.0,1.0,1.0
ds000164,sub-019,1,5,stroop,congruent,27.374,1.0,0.836,836.0,0.0,0.0
ds000164,sub-019,1,6,stroop,incongruent,34.877,1.0,0.929,929.0,1.0,1.0
ds000164,sub-019,1,7,stroop,neutral,39.38,1.0,0.928,928.0,1.0,0.0
ds000164,sub-019,1,8,stroop,incongruent,45.381,1.0,0.701,701.0,1.0,1.0
ds000164,sub-019,1,9,stroop,congruent,48.383,1.0,0.895,895.0,1.0,0.0
ds000164,sub-019,1,10,stroop,congruent,51.384,1.0,0.801,801.0,1.0,0.0
ds000164,sub-019,1,11,stroop,neutral,57.385,1.0,0.854,854.0,1.0,0.0
ds000164,sub-019,1,12,stroop,congruent,60.387,1.0,0.883,883.0,1.0,0.0
ds000164,sub-019,1,13,stroop,neutral,63.388,1.0,0.742,742.0,1.0,0.0
ds000164,sub-019,1,14,stroop,congruent,66.389,1.0,0.731,731.0,1.0,0.0
ds000164,sub-019,1,15,stroop,incongruent,70.89,1.0,0.891,891.0,1.0,1.0
ds000164,sub-019,1,16,stroop,incongruent,76.892,1.0,0.781,781.0,1.0,1.0
ds000164,sub-019,1,17,stroop,neutral,79.894,1.0,0.802,802.0,1.0,0.0
ds000164,sub-019,1,18,stroop,congruent,85.895,1.0,1.049,1049.0,1.0,0.0
ds000164,sub-019,1,19,stroop,congruent,88.897,1.0,0.645,645.0,1.0,0.0
ds000164,sub-019,1,20,stroop,incongruent,91.898,1.0,0.629,629.0,1.0,1.0
ds000164,sub-019,1,21,stroop,incongruent,94.899,1.0,0.636,636.0,1.0,1.0
ds000164,sub-019,1,22,stroop,congruent,99.4,1.0,0.744,744.0,1.0,0.0
ds000164,sub-019,1,23,stroop,incongruent,102.401,1.0,0.72,720.0,1.0,1.0
ds000164,sub-019,1,24,stroop,neutral,105.402,1.0,0.744,744.0,1.0,0.0
ds000164,sub-019,1,25,stroop,neutral,112.903,1.0,0.732,732.0,1.0,0.0
ds000164,sub-019,1,26,stroop,congruent,115.906,1.0,0.829,829.0,1.0,0.0
ds000164,sub-019,1,27,stroop,congruent,118.907,1.0,0.645,645.0,1.0,0.0
ds000164,sub-019,1,28,stroop,congruent,130.908,1.0,0.585,585.0,1.0,0.0
ds000164,sub-019,1,29,stroop,congruent,133.912,1.0,0.746,746.0,1.0,0.0
ds000164,sub-019,1,30,stroop,neutral,136.913,1.0,0.683,683.0,1.0,0.0
ds000164,sub-019,1,31,stroop,neutral,139.914,1.0,0.584,584.0,1.0,0.0
ds000164,sub-019,1,32,stroop,neutral,147.415,1.0,0.886,886.0,1.0,0.0
ds000164,sub-019,1,33,stroop,incongruent,151.917,1.0,0.85,850.0,1.0,1.0
ds000164,sub-019,1,34,stroop,neutral,154.919,1.0,0.674,674.0,1.0,0.0
ds000164,sub-019,1,35,stroop,neutral,162.42,1.0,0.714,714.0,1.0,0.0
ds000164,sub-019,1,36,stroop,neutral,166.922,1.0,0.86,860.0,1.0,0.0
ds000164,sub-019,1,37,stroop,neutral,169.924,1.0,0.682,682.0,1.0,0.0
ds000164,sub-019,1,38,stroop,congruent,178.925,1.0,0.892,892.0,1.0,0.0
ds000164,sub-019,1,39,stroop,incongruent,181.928,1.0,0.964,964.0,1.0,1.0
ds000164,sub-019,1,40,stroop,incongruent,186.429,1.0,0.787,787.0,0.0,1.0
ds000164,sub-019,1,41,stroop,congruent,189.43,1.0,0.633,633.0,1.0,0.0
ds000164,sub-019,1,42,stroop,neutral,195.431,1.0,0.746,746.0,1.0,0.0
ds000164,sub-019,1,43,stroop,incongruent,198.433,1.0,0.763,763.0,1.0,1.0
ds000164,sub-019,1,44,stroop,congruent,201.434,1.0,0.557,557.0,1.0,0.0
ds000164,sub-019,1,45,stroop,congruent,204.435,1.0,0.663,663.0,1.0,0.0
ds000164,sub-019,1,46,stroop,congruent,207.436,1.0,0.637,637.0,1.0,0.0
ds000164,sub-019,1,47,stroop,incongruent,211.937,1.0,0.654,654.0,1.0,1.0
ds000164,sub-019,1,48,stroop,neutral,216.439,1.0,0.664,664.0,1.0,0.0
ds000164,sub-019,1,49,stroop,congruent,219.44,1.0,0.653,653.0,1.0,0.0
ds000164,sub-019,1,50,stroop,congruent,222.441,1.0,0.573,573.0,1.0,0.0
ds000164,sub-019,1,51,stroop,incongruent,225.442,1.0,0.802,802.0,0.0,1.0
ds000164,sub-019,1,52,stroop,incongruent,228.443,1.0,0.0,,0.0,1.0
ds000164,sub-019,1,53,stroop,congruent,231.444,1.0,0.715,715.0,1.0,0.0
ds000164,sub-019,1,54,stroop,neutral,244.945,1.0,0.979,979.0,1.0,0.0
ds000164,sub-019,1,55,stroop,incongruent,247.95,1.0,0.773,773.0,1.0,1.0
ds000164,sub-019,1,56,stroop,incongruent,255.451,1.0,1.107,1107.0,1.0,1.0
ds000164,sub-019,1,57,stroop,incongruent,262.953,1.0,0.84,840.0,1.0,1.0
ds000164,sub-019,1,58,stroop,incongruent,265.956,1.0,1.049,1049.0,1.0,1.0
ds000164,sub-019,1,59,stroop,congruent,268.957,1.0,0.793,793.0,1.0,0.0
ds000164,sub-019,1,60,stroop,neutral,271.958,1.0,0.662,662.0,1.0,0.0
ds000164,sub-019,1,61,stroop,incongruent,274.959,1.0,0.911,911.0,1.0,1.0
ds000164,sub-019,1,62,stroop,incongruent,277.96,1.0,0.723,723.0,1.0,1.0
ds000164,sub-019,1,63,stroop,congruent,280.961,1.0,0.659,659.0,1.0,0.0
ds000164,sub-019,1,64,stroop,congruent,283.962,1.0,0.621,621.0,1.0,0.0
ds000164,sub-019,1,65,stroop,neutral,286.963,1.0,0.64,640.0,1.0,0.0
ds000164,sub-019,1,66,stroop,congruent,289.964,1.0,0.664,664.0,1.0,0.0
ds000164,sub-019,1,67,stroop,neutral,294.465,1.0,0.765,765.0,1.0,0.0
ds000164,sub-019,1,68,stroop,neutral,297.466,1.0,0.629,629.0,1.0,0.0
ds000164,sub-019,1,69,stroop,neutral,304.967,1.0,0.656,656.0,1.0,0.0
ds000164,sub-019,1,70,stroop,congruent,309.47,1.0,0.675,675.0,1.0,0.0
ds000164,sub-019,1,71,stroop,incongruent,313.971,1.0,0.794,794.0,1.0,1.0
ds000164,sub-019,1,72,stroop,neutral,316.973,1.0,0.638,638.0,1.0,0.0
ds000164,sub-019,1,73,stroop,neutral,319.974,1.0,0.575,575.0,1.0,0.0
ds000164,sub-019,1,74,stroop,neutral,322.975,1.0,0.606,606.0,1.0,0.0
ds000164,sub-019,1,75,stroop,incongruent,325.976,1.0,0.745,745.0,1.0,1.0
ds000164,sub-019,1,76,stroop,congruent,333.477,1.0,0.758,758.0,1.0,0.0
ds000164,sub-019,1,77,stroop,neutral,336.479,1.0,0.767,767.0,1.0,0.0
ds000164,sub-019,1,78,stroop,neutral,342.48,1.0,0.693,693.0,1.0,0.0
ds000164,sub-019,1,79,stroop,neutral,345.482,1.0,0.664,664.0,1.0,0.0
ds000164,sub-019,1,80,stroop,neutral,349.983,1.0,1.07,1070.0,1.0,0.0
ds000164,sub-019,1,81,stroop,congruent,352.985,1.0,0.644,644.0,1.0,0.0
ds000164,sub-019,1,82,stroop,congruent,357.486,1.0,0.825,825.0,1.0,0.0
ds000164,sub-019,1,83,stroop,neutral,360.487,1.0,0.738,738.0,1.0,0.0
ds000164,sub-019,1,84,stroop,incongruent,363.488,1.0,1.039,1039.0,1.0,1.0
ds000164,sub-019,1,85,stroop,neutral,367.989,1.0,0.65,650.0,1.0,0.0
ds000164,sub-019,1,86,stroop,neutral,370.991,1.0,0.629,629.0,1.0,0.0
ds000164,sub-019,1,87,stroop,incongruent,375.492,1.0,0.885,885.0,1.0,1.0
ds000164,sub-019,1,88,stroop,congruent,378.493,1.0,0.982,982.0,1.0,0.0
ds000164,sub-019,1,89,stroop,neutral,385.994,1.0,0.824,824.0,1.0,0.0
ds000164,sub-019,1,90,stroop,congruent,393.497,1.0,0.674,674.0,1.0,0.0
ds000164,sub-019,1,91,stroop,congruent,396.499,1.0,0.848,848.0,1.0,0.0
ds000164,sub-019,1,92,stroop,neutral,401.0,1.0,0.759,759.0,1.0,0.0
ds000164,sub-019,1,93,stroop,congruent,404.002,1.0,0.683,683.0,1.0,0.0
ds000164,sub-019,1,94,stroop,congruent,407.003,1.0,0.645,645.0,1.0,0.0
ds000164,sub-019,1,95,stroop,neutral,410.004,1.0,0.742,742.0,1.0,0.0
ds000164,sub-019,1,96,stroop,incongruent,414.505,1.0,0.716,716.0,1.0,1.0
ds000164,sub-019,1,97,stroop,congruent,417.506,1.0,0.622,622.0,1.0,0.0
ds000164,sub-019,1,98,stroop,neutral,420.507,1.0,0.644,644.0,1.0,0.0
ds000164,sub-019,1,99,stroop,neutral,425.008,1.0,0.744,744.0,1.0,0.0
ds000164,sub-019,1,100,stroop,neutral,428.01,1.0,0.658,658.0,1.0,0.0
ds000164,sub-019,1,101,stroop,congruent,432.511,1.0,0.677,677.0,1.0,0.0
ds000164,sub-019,1,102,stroop,neutral,435.512,1.0,0.601,601.0,1.0,0.0
ds000164,sub-019,1,103,stroop,neutral,438.514,1.0,0.735,735.0,1.0,0.0
ds000164,sub-019,1,104,stroop,incongruent,441.515,1.0,0.642,642.0,1.0,1.0
ds000164,sub-019,1,105,stroop,neutral,452.016,1.0,0.641,641.0,1.0,0.0
ds000164,sub-019,1,106,stroop,congruent,459.519,1.0,0.732,732.0,1.0,0.0
ds000164,sub-019,1,107,stroop,incongruent,462.522,1.0,1.081,1081.0,1.0,1.0
ds000164,sub-019,1,108,stroop,incongruent,465.523,1.0,0.63,630.0,1.0,1.0
ds000164,sub-019,1,109,stroop,congruent,479.024,1.0,0.72,720.0,1.0,0.0
ds000164,sub-019,1,110,stroop,incongruent,485.028,1.0,0.775,775.0,1.0,1.0
ds000164,sub-019,1,111,stroop,congruent,488.03,1.0,0.672,672.0,1.0,0.0
ds000164,sub-019,1,112,stroop,incongruent,491.031,1.0,0.696,696.0,1.0,1.0
ds000164,sub-019,1,113,stroop,incongruent,498.532,1.0,0.777,777.0,1.0,1.0
ds000164,sub-019,1,114,stroop,congruent,509.035,1.0,0.708,708.0,1.0,0.0
ds000164,sub-019,1,115,stroop,neutral,512.038,1.0,0.675,675.0,1.0,0.0
ds000164,sub-019,1,116,stroop,congruent,521.039,1.0,0.637,637.0,1.0,0.0
ds000164,sub-019,1,117,stroop,incongruent,525.542,1.0,0.763,763.0,1.0,1.0
ds000164,sub-019,1,118,stroop,incongruent,528.544,1.0,0.845,845.0,1.0,1.0
ds000164,sub-019,1,119,stroop,incongruent,534.545,1.0,0.855,855.0,1.0,1.0
ds000164,sub-020,1,1,stroop,neutral,0.374,1.0,1.093,1093.0,1.0,0.0
ds000164,sub-020,1,2,stroop,neutral,4.887,1.0,1.111,1111.0,1.0,0.0
ds000164,sub-020,1,3,stroop,congruent,7.889,1.0,0.848,848.0,1.0,0.0
ds000164,sub-020,1,4,stroop,congruent,10.89,1.0,0.722,722.0,1.0,0.0
ds000164,sub-020,1,5,stroop,neutral,18.391,1.0,0.927,927.0,1.0,0.0
ds000164,sub-020,1,6,stroop,incongruent,27.394,1.0,0.82,820.0,0.0,1.0
ds000164,sub-020,1,7,stroop,congruent,36.397,1.0,1.215,1215.0,1.0,0.0
ds000164,sub-020,1,8,stroop,neutral,39.4,1.0,0.654,654.0,1.0,0.0
ds000164,sub-020,1,9,stroop,congruent,46.901,1.0,0.798,798.0,1.0,0.0
ds000164,sub-020,1,10,stroop,neutral,51.403,1.0,0.795,795.0,1.0,0.0
ds000164,sub-020,1,11,stroop,congruent,55.905,1.0,0.7,700.0,1.0,0.0
ds000164,sub-020,1,12,stroop,incongruent,58.906,1.0,1.033,1033.0,1.0,1.0
ds000164,sub-020,1,13,stroop,congruent,64.907,1.0,0.811,811.0,1.0,0.0
ds000164,sub-020,1,14,stroop,congruent,69.409,1.0,0.842,842.0,1.0,0.0
ds000164,sub-020,1,15,stroop,incongruent,73.911,1.0,1.0,1000.0,1.0,1.0
ds000164,sub-020,1,16,stroop,congruent,79.912,1.0,0.851,851.0,1.0,0.0
ds000164,sub-020,1,17,stroop,congruent,82.914,1.0,0.665,665.0,1.0,0.0
ds000164,sub-020,1,18,stroop,neutral,85.915,1.0,0.799,799.0,0.0,0.0
ds000164,sub-020,1,19,stroop,incongruent,88.916,1.0,1.188,1188.0,1.0,1.0
ds000164,sub-020,1,20,stroop,congruent,91.917,1.0,0.674,674.0,1.0,0.0
ds000164,sub-020,1,21,stroop,congruent,96.418,1.0,0.81,810.0,1.0,0.0
ds000164,sub-020,1,22,stroop,incongruent,105.42,1.0,1.063,1063.0,1.0,1.0
ds000164,sub-020,1,23,stroop,congruent,108.423,1.0,0.769,769.0,1.0,0.0
ds000164,sub-020,1,24,stroop,incongruent,111.424,1.0,1.003,1002.9999999999999,1.0,1.0
ds000164,sub-020,1,25,stroop,neutral,114.425,1.0,0.797,797.0,1.0,0.0
ds000164,sub-020,1,26,stroop,neutral,120.426,1.0,0.918,918.0,1.0,0.0
ds000164,sub-020,1,27,stroop,neutral,124.928,1.0,0.739,739.0,1.0,0.0
ds000164,sub-020,1,28,stroop,incongruent,127.929,1.0,0.898,898.0,0.0,1.0
ds000164,sub-020,1,29,stroop,neutral,130.93,1.0,0.777,777.0,1.0,0.0
ds000164,sub-020,1,30,stroop,neutral,133.931,1.0,0.736,736.0,1.0,0.0
ds000164,sub-020,1,31,stroop,neutral,136.933,1.0,1.028,1028.0,1.0,0.0
ds000164,sub-020,1,32,stroop,congruent,139.934,1.0,0.755,755.0,1.0,0.0
ds000164,sub-020,1,33,stroop,congruent,144.435,1.0,0.896,896.0,1.0,0.0
ds000164,sub-020,1,34,stroop,incongruent,147.436,1.0,1.097,1097.0,1.0,1.0
ds000164,sub-020,1,35,stroop,neutral,150.437,1.0,0.956,956.0,1.0,0.0
ds000164,sub-020,1,36,stroop,incongruent,154.938,1.0,0.93,930.0,0.0,1.0
ds000164,sub-020,1,37,stroop,congruent,157.94,1.0,0.802,802.0,1.0,0.0
ds000164,sub-020,1,38,stroop,congruent,160.941,1.0,0.728,728.0,1.0,0.0
ds000164,sub-020,1,39,stroop,neutral,163.942,1.0,0.777,777.0,1.0,0.0
ds000164,sub-020,1,40,stroop,congruent,166.943,1.0,0.809,809.0,1.0,0.0
ds000164,sub-020,1,41,stroop,neutral,169.944,1.0,0.648,648.0,1.0,0.0
ds000164,sub-020,1,42,stroop,incongruent,172.945,1.0,0.839,839.0,1.0,1.0
ds000164,sub-020,1,43,stroop,neutral,175.946,1.0,1.058,1058.0,1.0,0.0
ds000164,sub-020,1,44,stroop,congruent,178.947,1.0,0.997,997.0,1.0,0.0
ds000164,sub-020,1,45,stroop,congruent,187.948,1.0,0.88,880.0,1.0,0.0
ds000164,sub-020,1,46,stroop,incongruent,190.951,1.0,0.944,944.0,1.0,1.0
ds000164,sub-020,1,47,stroop,incongruent,193.952,1.0,1.018,1018.0,1.0,1.0
ds000164,sub-020,1,48,stroop,neutral,199.953,1.0,0.809,809.0,1.0,0.0
ds000164,sub-020,1,49,stroop,incongruent,205.955,1.0,0.982,982.0,1.0,1.0
ds000164,sub-020,1,50,stroop,neutral,208.957,1.0,0.718,718.0,0.0,0.0
ds000164,sub-020,1,51,stroop,neutral,211.958,1.0,0.712,712.0,1.0,0.0
ds000164,sub-020,1,52,stroop,congruent,214.959,1.0,0.778,778.0,1.0,0.0
ds000164,sub-020,1,53,stroop,neutral,217.96,1.0,0.872,872.0,1.0,0.0
ds000164,sub-020,1,54,stroop,congruent,220.961,1.0,0.954,954.0,1.0,0.0
ds000164,sub-020,1,55,stroop,incongruent,223.962,1.0,0.796,796.0,1.0,1.0
ds000164,sub-020,1,56,stroop,incongruent,226.963,1.0,0.965,965.0,1.0,1.0
ds000164,sub-020,1,57,stroop,neutral,229.964,1.0,0.756,756.0,1.0,0.0
ds000164,sub-020,1,58,stroop,neutral,246.465,1.0,0.911,911.0,1.0,0.0
ds000164,sub-020,1,59,stroop,neutral,255.47,1.0,1.031,1031.0,1.0,0.0
ds000164,sub-020,1,60,stroop,incongruent,258.473,1.0,0.957,957.0,1.0,1.0
ds000164,sub-020,1,61,stroop,incongruent,262.975,1.0,0.901,901.0,1.0,1.0
ds000164,sub-020,1,62,stroop,congruent,267.476,1.0,0.87,870.0,1.0,0.0
ds000164,sub-020,1,63,stroop,incongruent,271.978,1.0,0.966,966.0,1.0,1.0
ds000164,sub-020,1,64,stroop,congruent,274.979,1.0,0.77,770.0,1.0,0.0
ds000164,sub-020,1,65,stroop,neutral,279.48,1.0,0.649,649.0,1.0,0.0
ds000164,sub-020,1,66,stroop,incongruent,285.482,1.0,1.022,1022.0,0.0,1.0
ds000164,sub-020,1,67,stroop,congruent,288.484,1.0,0.746,746.0,1.0,0.0
ds000164,sub-020,1,68,stroop,neutral,294.485,1.0,0.774,774.0,1.0,0.0
ds000164,sub-020,1,69,stroop,incongruent,297.487,1.0,0.96,960.0,1.0,1.0
ds000164,sub-020,1,70,stroop,neutral,300.488,1.0,0.723,723.0,1.0,0.0
ds000164,sub-020,1,71,stroop,neutral,303.489,1.0,0.767,767.0,1.0,0.0
ds000164,sub-020,1,72,stroop,congruent,313.99,1.0,0.943,943.0,1.0,0.0
ds000164,sub-020,1,73,stroop,congruent,318.493,1.0,0.719,719.0,1.0,0.0
ds000164,sub-020,1,74,stroop,congruent,321.495,1.0,0.868,868.0,1.0,0.0
ds000164,sub-020,1,75,stroop,congruent,325.996,1.0,0.954,954.0,1.0,0.0
ds000164,sub-020,1,76,stroop,congruent,328.997,1.0,0.765,765.0,1.0,0.0
ds000164,sub-020,1,77,stroop,congruent,349.998,1.0,0.897,897.0,1.0,0.0
ds000164,sub-020,1,78,stroop,neutral,353.005,1.0,0.791,791.0,1.0,0.0
ds000164,sub-020,1,79,stroop,neutral,356.006,1.0,0.895,895.0,1.0,0.0
ds000164,sub-020,1,80,stroop,neutral,359.007,1.0,0.901,901.0,1.0,0.0
ds000164,sub-020,1,81,stroop,incongruent,366.508,1.0,1.021,1020.9999999999999,1.0,1.0
ds000164,sub-020,1,82,stroop,neutral,369.511,1.0,0.765,765.0,1.0,0.0
ds000164,sub-020,1,83,stroop,neutral,377.012,1.0,0.813,813.0,1.0,0.0
ds000164,sub-020,1,84,stroop,incongruent,389.015,1.0,1.127,1127.0,1.0,1.0
ds000164,sub-020,1,85,stroop,neutral,392.019,1.0,0.801,801.0,1.0,0.0
ds000164,sub-020,1,86,stroop,incongruent,395.02,1.0,0.903,903.0,1.0,1.0
ds000164,sub-020,1,87,stroop,congruent,398.021,1.0,0.777,777.0,1.0,0.0
ds000164,sub-020,1,88,stroop,incongruent,402.522,1.0,0.85,850.0,0.0,1.0
ds000164,sub-020,1,89,stroop,incongruent,407.023,1.0,0.914,914.0,1.0,1.0
ds000164,sub-020,1,90,stroop,neutral,410.025,1.0,0.993,993.0,1.0,0.0
ds000164,sub-020,1,91,stroop,congruent,416.026,1.0,1.113,1113.0,1.0,0.0
ds000164,sub-020,1,92,stroop,incongruent,419.028,1.0,0.891,891.0,1.0,1.0
ds000164,sub-020,1,93,stroop,incongruent,422.029,1.0,0.96,960.0,1.0,1.0
ds000164,sub-020,1,94,stroop,incongruent,425.03,1.0,0.931,931.0,1.0,1.0
ds000164,sub-020,1,95,stroop,congruent,431.031,1.0,0.857,857.0,1.0,0.0
ds000164,sub-020,1,96,stroop,neutral,435.533,1.0,0.917,917.0,0.0,0.0
ds000164,sub-020,1,97,stroop,congruent,441.534,1.0,1.165,1165.0,1.0,0.0
ds000164,sub-020,1,98,stroop,neutral,444.536,1.0,0.754,754.0,1.0,0.0
ds000164,sub-020,1,99,stroop,incongruent,449.037,1.0,0.911,911.0,1.0,1.0
ds000164,sub-020,1,100,stroop,neutral,452.039,1.0,0.717,717.0,1.0,0.0
ds000164,sub-020,1,101,stroop,congruent,458.04,1.0,0.76,760.0,1.0,0.0
ds000164,sub-020,1,102,stroop,congruent,462.542,1.0,0.917,917.0,1.0,0.0
ds000164,sub-020,1,103,stroop,incongruent,465.543,1.0,0.958,958.0,0.0,1.0
ds000164,sub-020,1,104,stroop,congruent,468.544,1.0,0.747,747.0,1.0,0.0
ds000164,sub-020,1,105,stroop,congruent,474.545,1.0,0.738,738.0,1.0,0.0
ds000164,sub-020,1,106,stroop,incongruent,477.547,1.0,0.914,914.0,1.0,1.0
ds000164,sub-020,1,107,stroop,neutral,483.548,1.0,0.755,755.0,1.0,0.0
ds000164,sub-020,1,108,stroop,congruent,486.55,1.0,0.769,769.0,1.0,0.0
ds000164,sub-020,1,109,stroop,incongruent,491.051,1.0,0.949,949.0,1.0,1.0
ds000164,sub-020,1,110,stroop,neutral,497.053,1.0,0.866,866.0,1.0,0.0
ds000164,sub-020,1,111,stroop,incongruent,500.055,1.0,0.942,942.0,1.0,1.0
ds000164,sub-020,1,112,stroop,congruent,503.056,1.0,0.911,911.0,1.0,0.0
ds000164,sub-020,1,113,stroop,incongruent,506.057,1.0,0.963,963.0,1.0,1.0
ds000164,sub-020,1,114,stroop,congruent,509.058,1.0,0.924,924.0,1.0,0.0
ds000164,sub-020,1,115,stroop,incongruent,513.559,1.0,0.933,933.0,1.0,1.0
ds000164,sub-020,1,116,stroop,incongruent,516.561,1.0,0.872,872.0,1.0,1.0
ds000164,sub-020,1,117,stroop,neutral,524.062,1.0,0.997,997.0,1.0,0.0
ds000164,sub-020,1,118,stroop,neutral,531.564,1.0,1.18,1180.0,1.0,0.0
ds000164,sub-020,1,119,stroop,congruent,534.567,1.0,0.974,974.0,1.0,0.0
ds000164,sub-021,1,1,stroop,congruent,0.396,1.0,1.229,1229.0,1.0,0.0
ds000164,sub-021,1,2,stroop,neutral,3.406,1.0,0.794,794.0,1.0,0.0
ds000164,sub-021,1,3,stroop,neutral,6.407,1.0,0.62,620.0,1.0,0.0
ds000164,sub-021,1,4,stroop,neutral,9.408,1.0,0.632,632.0,1.0,0.0
ds000164,sub-021,1,5,stroop,incongruent,13.909,1.0,0.675,675.0,1.0,1.0
ds000164,sub-021,1,6,stroop,neutral,16.91,1.0,0.719,719.0,1.0,0.0
ds000164,sub-021,1,7,stroop,neutral,24.411,1.0,0.792,792.0,1.0,0.0
ds000164,sub-021,1,8,stroop,neutral,27.414,1.0,0.763,763.0,1.0,0.0
ds000164,sub-021,1,9,stroop,neutral,34.915,1.0,0.695,695.0,1.0,0.0
ds000164,sub-021,1,10,stroop,incongruent,46.917,1.0,0.76,760.0,1.0,1.0
ds000164,sub-021,1,11,stroop,incongruent,60.421,1.0,0.72,720.0,1.0,1.0
ds000164,sub-021,1,12,stroop,neutral,64.926,1.0,0.904,904.0,1.0,0.0
ds000164,sub-021,1,13,stroop,incongruent,73.927,1.0,0.676,676.0,1.0,1.0
ds000164,sub-021,1,14,stroop,incongruent,76.93,1.0,0.767,767.0,1.0,1.0
ds000164,sub-021,1,15,stroop,neutral,87.431,1.0,0.957,957.0,1.0,0.0
ds000164,sub-021,1,16,stroop,incongruent,93.435,1.0,0.692,692.0,1.0,1.0
ds000164,sub-021,1,17,stroop,neutral,96.437,1.0,0.834,834.0,1.0,0.0
ds000164,sub-021,1,18,stroop,congruent,99.438,1.0,0.7,700.0,1.0,0.0
ds000164,sub-021,1,19,stroop,congruent,102.439,1.0,0.624,624.0,1.0,0.0
ds000164,sub-021,1,20,stroop,incongruent,105.44,1.0,0.843,843.0,1.0,1.0
ds000164,sub-021,1,21,stroop,congruent,111.441,1.0,0.639,639.0,1.0,0.0
ds000164,sub-021,1,22,stroop,congruent,114.443,1.0,0.75,750.0,1.0,0.0
ds000164,sub-021,1,23,stroop,congruent,117.444,1.0,0.632,632.0,1.0,0.0
ds000164,sub-021,1,24,stroop,congruent,120.445,1.0,0.721,721.0,1.0,0.0
ds000164,sub-021,1,25,stroop,neutral,123.446,1.0,0.698,698.0,1.0,0.0
ds000164,sub-021,1,26,stroop,incongruent,126.447,1.0,0.692,692.0,1.0,1.0
ds000164,sub-021,1,27,stroop,neutral,130.948,1.0,0.716,716.0,1.0,0.0
ds000164,sub-021,1,28,stroop,congruent,135.45,1.0,0.639,639.0,1.0,0.0
ds000164,sub-021,1,29,stroop,incongruent,142.951,1.0,1.025,1025.0,1.0,1.0
ds000164,sub-021,1,30,stroop,congruent,151.954,1.0,0.872,872.0,1.0,0.0
ds000164,sub-021,1,31,stroop,incongruent,156.457,1.0,0.645,645.0,1.0,1.0
ds000164,sub-021,1,32,stroop,incongruent,160.958,1.0,0.751,751.0,1.0,1.0
ds000164,sub-021,1,33,stroop,congruent,166.96,1.0,0.635,635.0,1.0,0.0
ds000164,sub-021,1,34,stroop,incongruent,169.962,1.0,0.842,842.0,1.0,1.0
ds000164,sub-021,1,35,stroop,congruent,172.963,1.0,0.618,618.0,1.0,0.0
ds000164,sub-021,1,36,stroop,congruent,178.964,1.0,0.649,649.0,1.0,0.0
ds000164,sub-021,1,37,stroop,congruent,181.966,1.0,0.659,659.0,1.0,0.0
ds000164,sub-021,1,38,stroop,neutral,186.467,1.0,0.753,753.0,1.0,0.0
ds000164,sub-021,1,39,stroop,congruent,190.968,1.0,0.664,664.0,1.0,0.0
ds000164,sub-021,1,40,stroop,congruent,193.97,1.0,0.77,770.0,1.0,0.0
ds000164,sub-021,1,41,stroop,neutral,196.971,1.0,0.832,832.0,1.0,0.0
ds000164,sub-021,1,42,stroop,congruent,199.972,1.0,0.723,723.0,1.0,0.0
ds000164,sub-021,1,43,stroop,incongruent,204.473,1.0,0.928,928.0,1.0,1.0
ds000164,sub-021,1,44,stroop,incongruent,207.474,1.0,0.88,880.0,1.0,1.0
ds000164,sub-021,1,45,stroop,neutral,210.475,1.0,0.804,804.0,1.0,0.0
ds000164,sub-021,1,46,stroop,incongruent,213.476,1.0,0.94,940.0,1.0,1.0
ds000164,sub-021,1,47,stroop,neutral,216.477,1.0,0.662,662.0,1.0,0.0
ds000164,sub-021,1,48,stroop,congruent,219.479,1.0,0.658,658.0,1.0,0.0
ds000164,sub-021,1,49,stroop,neutral,222.48,1.0,0.642,642.0,1.0,0.0
ds000164,sub-021,1,50,stroop,neutral,225.481,1.0,0.686,686.0,1.0,0.0
ds000164,sub-021,1,51,stroop,congruent,228.482,1.0,0.665,665.0,1.0,0.0
